Date,Open,High,Low,Close,Adj Close,Volume
2013-04-01,591.977661,605.564087,587.125427,589.163391,448.207153,18154
2013-04-02,589.163391,600.711792,574.121338,579.992554,441.230438,17003
2013-04-03,581.254150,585.572693,580.477783,581.739380,442.559326,34864
2013-04-04,581.302673,590.958679,570.676208,575.479919,437.797394,231770
2013-04-05,578.585388,593.918579,568.104492,578.197205,439.864594,92669
2013-04-08,577.760498,577.760498,550.248108,557.235413,423.917847,12388
2013-04-09,543.697510,564.077087,543.697510,555.973816,422.958099,30539
2013-04-10,556.556091,560.874573,545.978088,553.450623,421.038605,24957
2013-04-11,553.450623,556.895752,546.366272,546.997070,416.129089,50634
2013-04-12,546.366272,565.290161,541.514038,556.944275,423.696442,74756
2013-04-15,547.336731,558.982239,547.336731,556.847229,423.622559,17041
2013-04-16,557.817688,558.982239,549.423218,556.604614,423.437988,28482
2013-04-17,558.011780,561.796509,548.404236,553.790283,421.296967,57908
2013-04-18,557.478027,557.963257,546.075134,553.110962,420.780243,25536
2013-04-22,498.425812,557.478027,498.425812,553.256531,420.890930,48658
2013-04-23,556.070862,556.070862,548.452759,552.431641,420.263336,5747
2013-04-25,550.393677,557.672119,550.248108,553.644714,421.186310,21578
2013-04-26,553.644714,554.906311,546.463318,550.878906,419.082153,23431
2013-04-29,551.121521,552.965393,544.425354,548.307190,417.125702,145770
2013-04-30,547.919006,548.307190,539.184937,544.473877,414.209473,11832
2013-05-02,546.366272,555.391541,524.288452,528.461365,402.027924,106263
2013-05-03,534.720825,539.767212,511.429901,527.102783,400.994415,46839
2013-05-06,515.311707,539.573120,511.429901,537.049927,408.561737,51729
2013-05-07,537.098450,554.129944,531.809448,540.883240,411.477905,57502
2013-05-08,541.514038,556.070862,541.514038,553.013916,420.706390,65864
2013-05-09,548.307190,554.954834,545.541382,550.248108,418.602264,13140
2013-05-10,543.551941,565.629822,543.551941,557.575073,424.176331,49030
2013-05-13,560.049683,567.667786,550.830383,560.923096,426.723267,79343
2013-05-14,561.893555,570.627686,559.564453,568.007446,432.112701,63761
2013-05-15,568.007446,576.450378,565.678345,571.646667,434.881287,133410
2013-05-16,571.646667,579.313232,564.950500,568.492676,432.481903,232080
2013-05-17,567.716309,567.716309,552.189026,566.260620,430.783875,23386
2013-05-20,558.254395,571.452576,553.159485,560.680481,426.538666,70674
2013-05-21,560.680481,564.222656,546.414795,556.604614,423.437988,19951
2013-05-22,553.159485,559.176270,545.395813,548.889465,417.568787,33716
2013-05-23,552.431641,556.653137,536.661743,539.233459,410.222809,11047
2013-05-24,547.239685,548.210144,539.621643,542.484497,412.696075,46993
2013-05-27,543.551941,548.258667,531.809448,536.176514,407.897247,225667
2013-05-28,534.817871,544.862061,533.119568,535.788330,407.601990,19990
2013-05-29,529.868530,570.627686,529.868530,553.110962,420.780243,45726
2013-05-30,553.159485,556.798706,538.699707,540.349487,411.071838,337787
2013-05-31,540.640625,543.454956,514.341248,519.630249,395.309662,101004
2013-06-03,515.360229,523.851746,509.731598,515.311707,392.024384,28308
2013-06-04,511.623993,536.661743,511.575470,531.324219,404.205902,37975
2013-06-05,531.324219,543.454956,524.094360,538.942322,410.001404,27108
2013-06-06,545.395813,545.395813,525.501526,527.636536,401.400482,16819
2013-06-07,522.299011,541.368469,522.299011,537.826294,409.152344,32907
2013-06-10,529.286255,540.543579,525.986755,529.140686,402.544739,20193
2013-06-11,537.632202,537.632202,519.339111,522.735718,397.672211,22875
2013-06-12,522.735718,535.691284,512.400330,517.301147,393.537781,22371
2013-06-13,526.666077,526.666077,502.889893,506.577637,385.379883,27465
2013-06-14,507.548096,535.691284,507.548096,518.174561,394.202271,52524
2013-06-17,522.832764,525.986755,512.400330,513.904541,390.953827,10467
2013-06-18,519.193542,561.359802,514.341248,543.746033,413.655853,45649
2013-06-19,543.794556,557.041321,529.431824,539.815735,410.665924,38828
2013-06-20,533.895935,546.851501,519.193542,533.701843,406.014679,47282
2013-06-21,527.879089,533.750366,456.113953,495.271820,376.778961,93115
2013-06-24,487.944885,490.079895,470.670776,474.746704,361.164459,180417
2013-06-25,464.071686,475.765686,460.189880,461.548492,351.123901,368440
2013-06-26,460.966217,482.122162,460.966217,474.407043,360.906067,148193
2013-06-27,473.291016,503.860352,473.291016,496.096710,377.406525,123899
2013-06-28,504.539673,575.479919,497.309784,552.868347,420.595581,239380
2013-07-01,550.587769,577.420837,548.937988,567.328125,431.595947,104508
2013-07-02,565.435730,582.273132,543.454956,551.218567,419.340637,103519
2013-07-03,551.218567,567.716309,540.786194,558.254395,424.693085,115703
2013-07-04,562.766968,567.522217,553.644714,559.273376,425.468353,38207
2013-07-05,558.108826,567.522217,558.108826,564.853455,429.713318,24145
2013-07-08,564.804932,567.134033,553.741760,560.243774,426.206543,60468
2013-07-09,556.216431,565.678345,556.216431,558.545532,424.914581,18897
2013-07-10,563.785950,564.853455,546.900024,553.062439,420.743256,38692
2013-07-11,561.796509,567.716309,554.129944,560.923096,426.723267,65334
2013-07-12,564.804932,566.648804,557.283936,561.165710,426.907898,48840
2013-07-15,550.781860,566.454712,546.463318,560.874573,440.002502,53144
2013-07-16,560.923096,560.923096,552.577209,560.534912,439.736023,32140
